"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-correlation()-X,Z" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-correlation()-X,Z" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-correlation()-X,Z" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-correlation()-X,Z" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-correlation()-X,Z" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-arCoeff()3" "tBodyAccMag-arCoeff()4" "tGravityAccMag-arCoeff()3" "tGravityAccMag-arCoeff()4" "tBodyAccJerkMag-arCoeff()3" "tBodyAccJerkMag-arCoeff()4" "tBodyGyroMag-arCoeff()3" "tBodyGyroMag-arCoeff()4" "tBodyGyroJerkMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-bandsEnergy()-1,24" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyro-bandsEnergy()-25,48" "fBodyAccMag-skewness()" "fBodyAccMag-kurtosis()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroMag-kurtosis()" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"26" "walkingdownstairs" 1 0.27899267 -0.014531029 -0.10659617 -0.99805969 0.27857064 0.28104887 0.95419361 -0.26194319 -0.011180786 -0.99796817 0.95990196 0.97983054 0.074219489 0.0044872377 0.0069293456 -0.99605338 0.43237029 -0.026853834 -0.027372739 -0.0753043 0.088552726 -0.9935398 -0.41056265 -0.14512827 -0.097154466 -0.039321883 -0.051857918 -0.99574247 -0.10066136 -0.19916339 0.43658745 -0.48659886 0.43658745 -0.48659886 -0.068166212 0.10372091 0.4212784 -0.22237036 0.010080229 -0.60036722 -0.99747202 -0.9852728 -0.99227953 -0.99834409 -0.99988849 -0.99975133 -0.99654528 -0.98709855 -0.9903284 -0.99577968 -0.99992041 -0.99973349 -0.99272051 -0.99733625 -0.99325176 -0.99372716 -0.99997 -0.99995497 -0.61619233 -0.8495369 -0.76625666 -0.95549576 -0.47732278 -0.80064167 0.26209013 0.029403668
"27" "walkingdownstairs" 1 0.27573444 -0.01801884 -0.10677578 -0.99925496 0.079348194 0.25680704 0.95458893 -0.26049928 -0.0099594009 -0.99900508 0.2587332 0.46643605 0.073460968 0.01837229 0.001436324 -0.99656406 0.36945471 0.094403698 -0.030529617 -0.074705186 0.089415593 -0.99433322 -0.25170519 -0.12015216 -0.10226052 -0.040127012 -0.052669203 -0.99543855 -0.14066561 -0.36339455 0.53966083 -0.50792065 0.53966083 -0.50792065 -0.077476772 0.096137078 0.24645642 -0.16452714 0.04040602 -0.5161193 -0.99898187 -0.98994616 -0.99251428 -0.99939524 -0.99990299 -0.99976741 -0.99736314 -0.98910225 -0.98919841 -0.99589031 -0.99988195 -0.99975123 -0.99206061 -0.99732034 -0.99534292 -0.99504265 -0.99998436 -0.99995751 -0.8641723 -0.94072021 -0.75105785 -0.95621744 -0.20124133 -0.49243682 0.26110336 0.028562963
"28" "walkingupstairs" 1 0.14450396 0.18926326 0.062769317 -0.90429967 -0.9503355 0.98594537 0.87409866 0.042479149 0.33309449 -0.81418938 -0.9452333 0.98713302 0.13805762 -0.34777099 -0.33527233 -0.98122357 0.11902757 0.39655649 -0.046489666 -0.28289794 0.22948437 -0.9733557 -0.88554933 -0.63115234 -0.11571413 -0.066663019 0.01633599 -0.98520162 -0.54617551 -0.20507984 0.085490148 0.17644387 0.085490148 0.17644387 0.59776309 -0.079118206 -0.52570146 0.16056853 -0.4976982 0.15542956 -0.92128754 -0.43277861 -0.61401743 -0.89802907 -0.8375137 -0.98763301 -0.98209043 -0.96914184 -0.9815657 -0.98187701 -0.99943218 -0.99977526 -0.967536 -0.9690438 -0.89992251 -0.97513158 -0.99635642 -0.99891271 0.42832475 0.19482511 0.090920462 -0.27887213 -0.53302314 -0.82853015 0.054216165 -0.21887457
"29" "walkingupstairs" 1 0.28725164 -0.037455064 -0.14597431 -0.98291504 -0.29980838 0.4389848 0.83566368 0.16067501 0.39982173 -0.96038769 -0.27806998 0.54073582 0.089548399 -0.034317974 0.0030597368 -0.99243453 -0.24016342 0.15544803 -0.04840838 -0.23917386 0.24705037 -0.99422554 -0.80309213 -0.92411172 -0.094242126 -0.022414444 -0.06697056 -0.99703744 0.14177564 -0.17031398 -0.08238027 0.2613751 -0.08238027 0.2613751 -0.13636005 0.17465196 0.035322091 0.04375089 -0.095356884 -0.41452062 -0.98612352 -0.9319656 -0.97975316 -0.9814758 -0.99728726 -0.99987163 -0.99252438 -0.98909638 -0.99178965 -0.99298662 -0.99990167 -0.99985352 -0.9938543 -0.97978496 -0.97820971 -0.99427314 -0.99938165 -0.99995502 0.65606381 0.54392943 -0.57910371 -0.85732355 0.43433049 0.1692235 -0.027044798 -0.26605456
"30" "walkingupstairs" 1 0.2799976 -0.019484036 -0.10572355 -0.99281839 -0.71400919 0.73545553 0.83695957 0.15187734 0.38646765 -0.98263913 -0.936168 0.95080681 0.071215441 0.044244119 0.020358157 -0.9946122 -0.13244074 0.19749277 -0.039411936 -0.16674787 0.18301929 -0.99564427 -0.85223713 -0.98405056 -0.095291208 -0.026020031 -0.078193929 -0.99807729 0.041450094 0.064742564 0.17041821 -0.18272828 0.17041821 -0.18272828 -0.0099195714 -0.067596952 0.020874798 0.040554106 -0.19116599 -0.023115347 -0.99293691 -0.95749137 -0.98337133 -0.9926239 -0.99953241 -0.99979182 -0.99433646 -0.99333255 -0.99017788 -0.9954535 -0.99986174 -0.99980189 -0.99528558 -0.98342481 -0.96993296 -0.99568476 -0.99931149 -0.99987662 -0.15284047 -0.5308796 -0.82801605 -0.96549224 0.32437112 0.0094391685 -0.021566893 -0.2575301
"31" "walkingupstairs" 1 0.22184689 0.034107675 -0.12361242 -0.81470826 -0.85798787 -0.36271177 0.83878762 0.15070183 0.38345181 -0.99203824 -0.72876492 -0.63933398 -0.013591322 0.12068585 0.22870415 -0.88383041 -0.25472762 -0.20439918 -0.037731641 0.021333829 0.076579313 -0.73087388 0.86719188 0.73078584 -0.016521407 -0.065023681 -0.15063907 -0.89380459 0.73504024 0.63166746 -0.55289665 0.56646567 -0.55289665 0.56646567 -0.037943686 -0.52665713 -0.36335762 0.16599565 -0.067513544 -0.048659421 -0.80764453 -0.76550533 -0.67628885 -0.81740855 -0.90212067 -0.99294311 -0.88214836 -0.85881998 -0.90403706 -0.8964778 -0.99068563 -0.998544 -0.74866144 -0.69737845 -0.65352471 -0.73003425 -0.90582513 -0.99733052 0.14331407 -0.16925951 0.73894612 0.51137648 0.43766845 0.16970617 -0.020755925 -0.25526977
"32" "walkingupstairs" 1 -0.041701306 0.17510248 0.025551778 -0.75839283 -0.90890877 0.32502966 0.81080506 0.19559534 0.38713197 -0.80474333 -0.86679192 0.7171826 0.050456562 0.090830365 0.0053317431 -0.85803037 -0.24234186 -0.12635865 -0.0038232806 0.019187316 -0.050212092 -0.72058157 0.65485855 0.6206047 -0.095521677 -0.067817006 -0.040522627 -0.88630796 0.6445329 0.56228067 -0.56020652 0.46931087 -0.56020652 0.46931087 -0.03175182 -0.4278029 -0.32547764 0.18983697 0.032730374 -0.1357784 -0.81335631 -0.70656744 -0.70433301 -0.73954717 -0.83266919 -0.99817565 -0.8667756 -0.84357581 -0.89207213 -0.86126158 -0.98791651 -0.99791041 -0.77404985 -0.6872257 -0.68464064 -0.71281525 -0.87794725 -0.99867765 0.23357911 -0.07411487 0.55746175 0.30462721 0.41093629 0.16188028 -0.053538987 -0.26042439
"33" "walkingupstairs" 1 0.013903671 0.15329608 0.016242945 -0.80863778 -0.94168963 0.88738932 0.70308608 0.31406786 0.43977403 -0.59632839 -0.99697697 0.99083648 0.17843808 -0.11966443 -0.25914034 -0.92242832 -0.15499061 0.092326309 -0.0045972195 -0.15669611 0.060405191 -0.92572959 -0.71808864 -0.49459284 -0.18174043 -0.014079617 0.047204388 -0.9636738 0.073007022 0.040506133 -0.82827806 0.48823811 -0.82827806 0.48823811 0.11343748 -0.28245389 -0.030694438 0.075329615 0.22090976 -0.16122471 -0.85010909 -0.76166325 -0.72770498 -0.79420134 -0.92534255 -0.99170017 -0.92109636 -0.93762977 -0.94925418 -0.93108771 -0.99745635 -0.99914929 -0.88630279 -0.91679646 -0.78006986 -0.93920178 -0.96013563 -0.99766069 0.75511587 0.66127785 0.36251367 0.1259096 0.017846477 -0.42248378 -0.14254902 -0.30588383
"34" "walkingupstairs" 1 0.30368927 -0.0042428053 -0.15085028 -0.95650333 -0.70601421 0.37301588 0.6182581 0.40950272 0.4812985 -0.90544971 -0.67124312 0.27150646 0.098998778 -0.074612565 -0.0073366086 -0.98969999 -0.036378221 -0.094961035 -0.042681542 -0.15263343 0.20315388 -0.99621609 -0.06453157 -0.5508857 -0.10305335 -0.011939118 -0.062791658 -0.99592893 -0.1603777 0.09301237 -0.27343981 0.19898573 -0.27343981 0.19898573 -0.15128993 -0.16638723 0.046009366 0.078054731 0.17595657 -0.041896063 -0.9677791 -0.87902803 -0.98069583 -0.95235854 -0.99739069 -0.99995403 -0.98835635 -0.98103161 -0.99519463 -0.99249781 -0.99988381 -0.999935 -0.9939928 -0.97374029 -0.98158671 -0.99699378 -0.99965753 -0.99994602 -0.20399735 -0.61168847 -0.15555001 -0.50815085 0.0090037757 -0.29179604 -0.21333904 -0.33700092
"35" "walkingupstairs" 1 0.29075969 -0.02403476 -0.11673889 -0.97737449 -0.9112514 0.81463189 0.6220655 0.41986657 0.46862799 -0.95196097 -0.99037907 0.92937738 0.062975489 0.03415889 0.033170611 -0.99358012 0.10745946 0.079505921 -0.041556713 -0.11325798 0.1566043 -0.99813599 -0.81169932 -0.82658221 -0.095537878 -0.035066258 -0.068364914 -0.99918853 0.067666144 0.12931868 -0.10271093 0.10243078 -0.10271093 0.10243078 0.14905551 -0.035204784 0.27875869 -0.11178973 -0.0061116914 0.3288872 -0.98339322 -0.97465043 -0.97488987 -0.974984 -0.99867077 -0.99984342 -0.99375401 -0.99063849 -0.99841352 -0.99392194 -0.99995996 -0.99996343 -0.9980739 -0.9912576 -0.98090949 -0.99808887 -0.99964089 -0.99993456 -0.031712595 -0.38416172 -0.6671916 -0.91553191 0.43537517 0.19581871 -0.22111662 -0.32645795
"36" "walkingupstairs" 1 0.27090823 -0.014412968 -0.10652245 -0.99385604 -0.46792899 0.30846812 0.62745102 0.41503721 0.46423103 -0.98694934 -0.9446396 0.66680238 0.075591498 0.011694892 -0.0072211967 -0.99740715 0.37356371 0.28596813 -0.035457677 -0.091001714 0.11779396 -0.99673098 -0.76298947 -0.6252721 -0.095751535 -0.036409127 -0.065751415 -0.99879597 0.038395593 0.097369199 0.63649773 -0.56700371 0.63649773 -0.56700371 0.1934313 -0.19133839 0.4630804 -0.37878322 -0.010027002 0.27886529 -0.99597643 -0.99340829 -0.99489744 -0.99282051 -0.99986057 -0.99992192 -0.99732906 -0.99224316 -0.99601381 -0.99773605 -0.99996485 -0.99991413 -0.99696281 -0.99334008 -0.98624004 -0.99658723 -0.99985592 -0.99996209 -0.28053688 -0.57325269 -0.53693634 -0.84746142 0.12052736 -0.26759665 -0.21772934 -0.32332877
"37" "walkingupstairs" 1 0.2795534 -0.017001147 -0.11051668 -0.99607594 -0.25641868 0.26757742 0.62532313 0.41648854 0.46494774 -0.99505769 -0.76787599 -0.12892309 0.072773826 0.0035293806 -0.00060033363 -0.99646841 0.25684546 0.21585347 -0.030919137 -0.074625079 0.094283835 -0.99909646 -0.28040294 -0.63934445 -0.096390151 -0.03903317 -0.061621011 -0.99873284 0.070602607 0.11818732 0.74428524 -0.75732721 0.74428524 -0.75732721 -0.091812451 0.15285096 0.47576249 -0.47455019 -0.2517638 0.35714746 -0.99612732 -0.99272576 -0.99818451 -0.99594084 -0.99996572 -0.99988959 -0.99670618 -0.99155288 -0.99688883 -0.9964667 -0.99997133 -0.99988711 -0.99872231 -0.99296995 -0.99091693 -0.99920566 -0.99992412 -0.99993587 -0.78611256 -0.94149513 -0.54669073 -0.84258109 -0.42778262 -0.74582267 -0.2189352 -0.32398842
"38" "walkingupstairs" 1 0.27635864 -0.016138088 -0.10803259 -0.99557733 -0.56464246 0.12085188 0.62577398 0.4168573 0.46439573 -0.99616079 -0.95227069 0.97357937 0.076218027 0.0094053857 -0.0080907158 -0.99488413 -0.023392231 -0.11357955 -0.028201987 -0.072296089 0.084889322 -0.99834012 0.10483483 -0.22948743 -0.09732419 -0.042724214 -0.056653466 -0.99860547 0.050836317 0.076241801 0.46743437 -0.38793272 0.46743437 -0.38793272 -0.12136763 0.013017616 0.27783888 -0.15583232 0.051459258 0.078584276 -0.99529816 -0.99169066 -0.99619448 -0.99560896 -0.99988368 -0.99993043 -0.99502795 -0.99064115 -0.99663253 -0.99514544 -0.99994782 -0.99992873 -0.99794548 -0.99445974 -0.99484406 -0.99842318 -0.99997857 -0.99995017 -0.68715835 -0.93188083 -0.67868066 -0.92654975 -0.63421845 -0.852381 -0.21916689 -0.32348431
"39" "walkingupstairs" 1 0.23715407 0.0078251224 -0.12283791 -0.97995358 0.58572318 0.049251575 0.89093772 0.11359108 0.33032214 -0.93882287 0.7992686 0.26868451 0.075301588 0.082650327 -0.0089599647 -0.98434397 0.030212806 -0.11902157 -0.22503946 -0.13315886 -0.59416576 -0.95390955 0.94610204 0.55173462 -0.076136273 -0.023511625 0.048746095 -0.99218252 -0.10632045 -0.067912113 -0.17130208 0.16744572 -0.17130208 0.16744572 -0.39199405 0.16697684 -0.19069928 0.42734059 -0.029594524 -0.098847285 -0.98333264 -0.89914658 -0.97708524 -0.97845261 -0.99898384 -0.99973702 -0.98365156 -0.96959332 -0.98323096 -0.98664266 -0.99967819 -0.9997001 -0.95825574 -0.9788201 -0.84816728 -0.95333014 -0.98701262 -0.99748089 -0.45544965 -0.78507994 -0.25399309 -0.6504026 0.43916973 0.17663084 0.0061411057 -0.21275283
"40" "walkingupstairs" 1 0.2731084 0.0065181116 -0.10947182 -0.99078294 -0.022209594 0.14751037 0.87653997 0.12558056 0.32520586 -0.97677857 0.91847494 -0.64651562 0.084520112 -0.018946735 0.0076682065 -0.99051461 -0.036388908 -0.020750148 -0.14933808 -0.10757556 -0.28657183 -0.94503475 0.99636933 -0.042144153 -0.060468253 -0.047491065 0.053835275 -0.99831777 0.22165625 -0.13140917 -0.13059239 0.008951231 -0.13059239 0.008951231 -0.015733251 -0.055101521 -0.071655027 0.37804661 0.1182476 0.085844097 -0.98981469 -0.95409312 -0.99134764 -0.99110846 -0.99980329 -0.99985241 -0.99075219 -0.99066458 -0.99097901 -0.99105092 -0.99980755 -0.99985517 -0.94008916 -0.989201 -0.83844239 -0.94678149 -0.98631021 -0.99735778 0.37806198 0.14053468 -0.26571936 -0.58559207 0.34557497 0.043375653 -0.0030485384 -0.21119617
"41" "walkingupstairs" 1 0.28150539 -0.018434859 -0.11139287 -0.99546804 -0.27920034 -0.10108775 0.87482213 0.14006721 0.32441057 -0.99404779 -0.76049708 -0.024223901 0.082081964 -0.0058534975 0.0032024153 -0.99447393 0.019556596 -0.01110878 -0.079366112 -0.094869929 -0.040538466 -0.96234359 0.98343304 0.60486936 -0.074240872 -0.03881165 0.0044609208 -0.99784305 0.13457044 -0.23223914 -0.055570522 0.0040910928 -0.055570522 0.0040910928 0.17163359 -0.44258451 0.16116862 0.16462551 0.077192798 0.18953444 -0.99443506 -0.9848406 -0.99008845 -0.9959233 -0.99981319 -0.99983937 -0.99449871 -0.99273746 -0.99029847 -0.99492506 -0.99981834 -0.99981478 -0.96068647 -0.99124222 -0.91150016 -0.96305174 -0.99477533 -0.99920353 -0.65775704 -0.88829053 -0.76345884 -0.9347483 0.47851932 0.22455341 -0.013061244 -0.21042962
"42" "walkingupstairs" 1 0.27843225 -0.019654302 -0.10797029 -0.99439029 -0.33381329 0.10309262 0.8764618 0.1392361 0.32357956 -0.99725489 -0.94609787 0.81256533 0.07268307 0.019739112 0.004014346 -0.99264049 -0.099165656 -0.0058463753 -0.037824733 -0.07652653 0.074576303 -0.98300305 0.93805286 -0.053418344 -0.086175374 -0.040941551 -0.041286479 -0.99708794 -0.010997664 -0.35628707 0.068190818 -0.14534622 0.068190818 -0.14534622 -0.039993602 -0.16619384 0.26010153 -0.16218875 -0.095407502 0.30102493 -0.99263436 -0.98576419 -0.99157404 -0.99525185 -0.99983991 -0.99983504 -0.9929579 -0.99115707 -0.99096366 -0.99289097 -0.99982089 -0.99983611 -0.9815204 -0.99348002 -0.98001141 -0.98344879 -0.99959435 -0.99995493 -0.6770491 -0.87871209 -0.59254385 -0.89044996 0.39431956 0.14457934 -0.012405519 -0.20965049
"43" "walkingupstairs" 1 0.2733796 -0.0099401064 -0.10839283 -0.9955058 0.10808804 0.088823542 0.87645385 0.13843401 0.3233988 -0.99760938 -0.79157623 0.87476393 0.072130253 0.019920529 -0.0014860567 -0.99387916 0.23283794 0.15541799 -0.0210748 -0.072633665 0.11579647 -0.99429125 0.58798906 -0.075413977 -0.093413419 -0.040875199 -0.043482017 -0.99756387 0.049079987 -0.15532872 0.15887968 -0.27416971 0.15887968 -0.27416971 -0.1583452 0.01593436 0.31475104 -0.20574201 -0.04825851 -0.085948369 -0.9941993 -0.98765983 -0.99277646 -0.99613117 -0.99987087 -0.99986342 -0.99360419 -0.99067982 -0.9917045 -0.99478159 -0.99984237 -0.99984506 -0.99316069 -0.99483197 -0.98359383 -0.99458049 -0.99975159 -0.99997516 -0.46729529 -0.73202916 -0.53851849 -0.83457724 0.2054668 -0.1373019 -0.011866506 -0.20955912
"44" "walkingupstairs" 1 0.27905615 -0.01626097 -0.11281565 -0.99501877 0.1242124 0.2066975 0.87538094 0.14222283 0.32351271 -0.99668022 -0.31132102 0.24217138 0.076807626 -0.0042927307 -0.0069884353 -0.9952061 0.52019102 0.15712538 -0.01749462 -0.073362144 0.12893616 -0.99892436 0.3380284 -0.008998401 -0.098402276 -0.036623752 -0.052670226 -0.99927891 0.27068965 0.0097742127 0.48874382 -0.35249588 0.48874382 -0.35249588 0.053686431 -0.22499689 0.08933325 -0.00027468917 0.064399776 -0.11301702 -0.99498345 -0.9811016 -0.9906193 -0.99491636 -0.99976032 -0.99988246 -0.9949542 -0.99074368 -0.99091536 -0.99596362 -0.99984908 -0.99985484 -0.99872962 -0.99553502 -0.99097407 -0.99894645 -0.99985785 -0.9999786 -0.67133484 -0.9148493 -0.63414003 -0.89590207 0.61794455 0.47506625 -0.014516278 -0.20966409
"45" "walkingupstairs" 1 0.2785991 -0.019910142 -0.1111806 -0.99474489 -0.24410899 0.35977494 0.87579788 0.14258451 0.32194771 -0.99514435 -0.90447964 0.94595294 0.077934405 0.01488802 0.012086099 -0.99358183 0.25500182 0.069397459 -0.020494785 -0.069807644 0.1068855 -0.99735086 0.75343959 -0.49023117 -0.099644305 -0.04146569 -0.064887957 -0.99828037 0.16227462 -0.23766748 0.40747364 -0.2537942 0.40747364 -0.2537942 -0.0063449592 -0.23297775 0.21256876 -0.19387337 -0.11548328 0.29410799 -0.99404402 -0.98542913 -0.99060927 -0.9949904 -0.99971788 -0.99992471 -0.99322057 -0.98988184 -0.99425932 -0.99462966 -0.99989411 -0.99993384 -0.99710762 -0.99499794 -0.98653404 -0.99735949 -0.99981642 -0.99994723 -0.64295623 -0.89832106 -0.68009875 -0.88959221 -0.044097021 -0.38540381 -0.014783523 -0.20853819
"46" "walkingupstairs" 1 0.27328142 -0.011127209 -0.10634926 -0.9958764 -0.10436115 0.0079644085 0.87599536 0.14162959 0.3204761 -0.99582182 -0.37719876 0.56981718 0.071543556 0.019647298 -0.0037668634 -0.99237312 0.35613167 -0.026198369 -0.024644144 -0.070023979 0.092631918 -0.99853579 -0.11301865 -0.23965602 -0.099876097 -0.044019406 -0.055598998 -0.99738083 0.1104212 -0.24457339 0.35185554 -0.4915183 0.35185554 -0.4915183 0.13117001 -0.32405857 0.2673075 -0.16553848 -0.043446563 0.21270398 -0.99461052 -0.98909018 -0.99548767 -0.99649281 -0.99985002 -0.99997474 -0.99312713 -0.99334792 -0.99681868 -0.99213366 -0.99991727 -0.99996235 -0.9978399 -0.99376198 -0.99140479 -0.99875773 -0.99988786 -0.9999801 -0.65584756 -0.88928745 -0.7559221 -0.96479768 0.019224137 -0.24204616 -0.014168187 -0.20755542
"47" "walkingupstairs" 1 0.27853812 -0.016173432 -0.10970656 -0.99664602 0.10167474 -0.052470967 0.87478155 0.14485798 0.32053935 -0.99771429 -0.67729844 0.39294476 0.074515662 0.0092694454 -0.010291722 -0.99277413 0.30020519 -0.17001535 -0.02633867 -0.074526058 0.092148536 -0.99878789 0.15218733 -0.2179589 -0.10051458 -0.038433452 -0.057589453 -0.99777798 0.15015028 -0.091204423 0.35734481 -0.35834366 0.35734481 -0.35834366 0.12901199 -0.42878617 0.36280021 -0.17808361 -0.077855993 0.034861528 -0.99558307 -0.98676236 -0.99486711 -0.99716899 -0.99988699 -0.99994828 -0.99398429 -0.98974683 -0.99521838 -0.99199723 -0.99991846 -0.99992939 -0.99784433 -0.99491883 -0.99111527 -0.99915562 -0.99988465 -0.99996416 -0.6956011 -0.88314744 -0.76601984 -0.93593558 -0.19867966 -0.58418213 -0.016451134 -0.20766551
"48" "walkingupstairs" 1 0.27746121 -0.017491016 -0.10635945 -0.99642843 -0.26627541 0.2049001 0.87474639 0.14560336 0.32038708 -0.9984551 -0.55413756 0.086551571 0.07818778 0.0090189325 0.012872972 -0.99276362 0.12373289 -0.21904092 -0.028021481 -0.07403317 0.081238251 -0.99835296 0.55658138 -0.52013163 -0.099510909 -0.038919699 -0.058039297 -0.99821854 0.16557349 -0.19401951 0.24366124 -0.11062799 0.24366124 -0.11062799 -0.30981635 0.36690525 0.37540219 -0.32390451 -0.41620774 0.19814959 -0.99492259 -0.98750126 -0.99196132 -0.99723615 -0.99979712 -0.99989279 -0.99326968 -0.98978356 -0.99254848 -0.99277596 -0.99988416 -0.99990058 -0.99751911 -0.99549016 -0.99190446 -0.9986269 -0.99993694 -0.99996269 -0.80274082 -0.95864923 -0.64966114 -0.9151595 -0.59756074 -0.87584826 -0.016965715 -0.20754128
"49" "walkingupstairs" 1 0.27394057 -0.013147584 -0.10543517 -0.99588454 -0.20605938 -0.17358214 0.8742316 0.14572717 0.32162961 -0.9956679 -0.83527322 0.65432942 0.078228258 0.0054201733 0.0013550663 -0.99265114 0.14542018 -0.29462176 -0.028699232 -0.075571862 0.08489365 -0.99853287 0.39842822 -0.36396771 -0.096399772 -0.043673429 -0.046565566 -0.99821407 0.03042848 -0.28736406 0.078538333 0.096839904 0.078538333 0.096839904 -0.43904659 0.45457686 0.21603542 -0.17773775 -0.39017788 0.10992738 -0.99475289 -0.99135022 -0.99126636 -0.99641687 -0.99973245 -0.99990054 -0.9937044 -0.99379154 -0.99288764 -0.99205337 -0.99984652 -0.99987743 -0.99760802 -0.99579728 -0.98942503 -0.99886473 -0.99989599 -0.99994947 -0.55781223 -0.81016026 -0.43448914 -0.7767278 -0.6056031 -0.85224222 -0.017046458 -0.20844898
"50" "walkingupstairs" 1 0.27930326 -0.020521383 -0.11323643 -0.99584854 -0.26334368 0.078122989 0.87324201 0.14758583 0.32233576 -0.99695551 -0.26488255 0.15332044 0.073647802 0.0083841697 -0.0050818355 -0.99396693 0.071610674 -0.22187307 -0.028006084 -0.07630627 0.092467106 -0.99827112 0.27432767 -0.53704691 -0.097373481 -0.037230976 -0.056344653 -0.99820447 -0.10671737 -0.16330924 -0.05585545 0.064477183 -0.05585545 0.064477183 -0.48541153 0.27211831 0.32305648 -0.37246081 -0.17553883 0.031521728 -0.99527834 -0.98862922 -0.99509609 -0.9960453 -0.99986197 -0.99990219 -0.99410158 -0.99230792 -0.99450103 -0.99432272 -0.99993432 -0.99989762 -0.99748773 -0.99486621 -0.9901195 -0.99851691 -0.99989209 -0.99995875 -0.2078244 -0.46745805 -0.57671278 -0.88777607 -0.46440007 -0.76383639 -0.018360329 -0.20900476
"51" "walkingupstairs" 1 0.2790872 -0.019083242 -0.10588882 -0.99572983 -0.35185773 0.63379014 0.87410872 0.1456773 0.32087334 -0.99508616 -0.86155132 0.87716731 0.06886822 0.020224021 0.0069050846 -0.99309444 0.28125973 -0.093608608 -0.028211664 -0.072544173 0.080864612 -0.99810121 0.04872179 -0.58580627 -0.10231372 -0.047165727 -0.05642873 -0.99742615 -0.0039698839 -0.24258562 0.20333304 -0.3894865 0.20333304 -0.3894865 -0.21982361 0.014097317 0.30033545 -0.23084493 0.0054983513 -0.02716532 -0.99296524 -0.98424139 -0.99532656 -0.99743328 -0.99982416 -0.99984574 -0.99257629 -0.99134531 -0.99359384 -0.99440135 -0.99995861 -0.99984103 -0.99657618 -0.99369114 -0.99026592 -0.99870298 -0.99988589 -0.99997838 -0.60371946 -0.86536477 -0.66198906 -0.91802959 -0.66408105 -0.91199077 -0.017047243 -0.20796204
"52" "walking" 1 0.40347433 -0.015074404 -0.11816739 -0.91481115 -0.59333676 -0.61831977 -0.25504375 0.77465873 0.58977655 -0.78374234 -0.83320475 -0.89854355 0.023446864 0.00081333847 0.052811325 -0.94745338 0.18434857 0.09721386 0.031551954 -0.13199514 0.54327885 -0.95513929 0.33800289 -0.48384633 -0.11906637 -0.048786067 -0.15544951 -0.96974195 0.54269868 -0.12561707 -0.62353466 0.37511503 -0.62353466 0.37511503 -0.64242892 0.62239542 -0.38764633 0.23653701 -0.41579496 0.13981513 -0.92631396 -0.88694847 -0.92879208 -0.91037489 -0.99243584 -0.99905677 -0.94917576 -0.89800411 -0.9729599 -0.95022293 -0.99939749 -0.99949258 -0.95217596 -0.93313376 -0.83554013 -0.95626437 -0.98184775 -0.99758417 0.15766392 -0.13623738 0.0088220203 -0.42029359 0.307262 0.0089090528 -0.55335148 -0.43287564
